HUC_12,COMID,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,XS01,XS02,XS03,XS04,XS05,XS06,XS07,XS08,XS09,XS10,XS11,XS12
050100010503,8969286,1.25789096,1.212329153,1.422411838,3.75498376,2.991419992,2.327333305,1.24109907,0.833393112,1.602790151,2.165644111,2.493808046,1.489041378,0.32084772,0.316446408,0.33614868,0.499454424,0.453347328,0.408505152,0.319235328,0.2763012,0.351995232,0.396706344,0.420255192,0.34210752,3.920523293,3.83107257,4.23149613,7.518170988,6.59851687,5.6971945,3.8877247,3.016248617,4.55344279,5.45906095,5.934032687,4.352553777
050100010705,8969732,4.16679566,3.479857279,4.425470054,12.79847843,11.99898058,8.951861349,4.630484023,3.302338967,5.941667288,7.154251293,8.941327482,5.420665628,0.35679888,0.332823312,0.365339376,0.570878208,0.554821344,0.488432856,0.371941344,0.32627316,0.411287976,0.444172848,0.488185968,0.396197328,11.67827562,10.45556953,12.11331257,22.41892972,21.62674653,18.32772149,12.4495007,10.12139327,14.44648916,16.10690821,18.31541271,13.68173192
050100010704,8968974,1.207203804,1.168324774,1.329022878,3.477082228,3.058615869,2.384391751,1.266839083,0.857462432,1.716737142,2.211545719,2.500519139,1.426659365,0.336355944,0.332180184,0.349050864,0.519025632,0.49104804,0.441871608,0.34264092,0.29609796,0.386184648,0.428244,0.450765672,0.358834944,3.589066362,3.51714169,3.807533559,6.699249542,6.228750793,5.396118936,3.697279015,2.895874162,4.445379046,5.164218809,5.547270554,3.975809461
050100011106,8975340,9.990579916,8.062146029,12.71811521,27.57061274,19.06451519,14.22913047,7.475477601,6.503558475,10.73896586,12.79604318,17.18328549,13.58455409,0.427137576,0.391277856,0.472692984,0.665107128,0.563505096,0.49595532,0.379588776,0.359228136,0.44016168,0.473924376,0.538304232,0.486180384,23.38960672,20.60465704,26.90565683,41.45289019,33.83201914,28.69034748,19.69362129,18.10425694,24.39777551,27.0001794,31.92114137,27.94138664
050100011004,8975336,2.936853428,2.55735105,3.335101559,7.976968955,5.741438866,4.471937999,2.377907193,1.981074905,3.550819296,4.540634669,5.429840286,3.732160382,0.367058448,0.34771584,0.386132832,0.55818024,0.483805992,0.435367176,0.3380994,0.3155442,0.396017496,0.438140856,0.47242476,0.404112984,8.001051179,7.35471542,8.637187212,14.29102713,11.86723389,10.27164712,7.033160051,6.278280206,8.966319246,10.36341306,11.49355569,9.235437934
050100011003,8974988,1.692497921,1.577531524,1.805425506,4.224137275,3.219200706,2.538548664,1.361927054,1.135647133,2.093237934,2.727648566,3.103186585,2.058096728,0.319028064,0.310777128,0.326879712,0.459723744,0.410593032,0.3730752,0.294500808,0.276060408,0.345908376,0.383929128,0.404481792,0.343652856,5.305169395,5.076086307,5.523210647,9.188425288,7.840368576,6.80438867,4.624527394,4.113763147,6.051423092,7.104562709,7.672005629,5.988882943
050100011002,8970422,1.324209014,1.270038887,1.383164689,3.220220112,2.496583097,1.968473908,1.060918975,0.878445215,1.65138186,2.179689267,2.424318505,1.57846598,0.258238752,0.254636016,0.262079232,0.35727132,0.323990208,0.296719752,0.23999952,0.226076256,0.278666448,0.307994304,0.320430144,0.274292568,5.127847793,4.987663987,5.27765851,9.013374239,7.705736271,6.634118204,4.420504569,3.885614663,5.926016109,7.077044084,7.565825345,5.75468009
050100011102,8975104,3.236077546,2.776721661,3.643953405,8.486417342,6.213820501,4.523899413,2.412227211,2.096664273,3.783300607,4.756777159,5.685598045,4.143207727,0.317869824,0.300389544,0.332433168,0.467529672,0.410553408,0.361456224,0.285527496,0.271787112,0.337233768,0.368679984,0.39596568,0.349258128,10.18051196,9.243736063,10.9614616,18.15161229,15.13523059,12.51576017,8.448318446,7.714362382,11.21862923,12.90218446,14.35881525,11.86288133
050100010501,8969436,1.451464923,1.372149436,1.739192401,4.604517475,3.1553179,2.629020989,1.4031847,0.950936343,1.811032241,2.517112811,2.912331039,1.74108963,0.32025336,0.313602624,0.343058496,0.511664712,0.435720744,0.404161752,0.316226952,0.27474672,0.348468696,0.3970782,0.421483536,0.343201752,4.532239484,4.375439906,5.06966719,8.999091333,7.241605875,6.504873299,4.437271051,3.461138108,5.197116016,6.339085881,6.90971483,5.073079085
050100011001,8970418,0.662019557,0.687901154,0.680567091,1.561249337,1.191148152,0.912963451,0.500330363,0.386411689,0.798903193,1.102544739,1.17248735,0.747366532,0.25491948,0.258229608,0.25729692,0.347785944,0.31382208,0.28486608,0.23268432,0.214905336,0.271808448,0.30498288,0.311987184,0.265621008,2.596975157,2.663912786,2.645065052,4.489109937,3.795616141,3.20488649,2.150253883,1.798055348,2.939213991,3.615103704,3.758126649,2.813657466
050100011103,8975110,1.411651437,1.335111,1.503992673,3.276344102,2.462772782,1.880068713,1.021785093,0.870488181,1.670608999,2.168390845,2.430888013,1.695018121,0.288563304,0.282887928,0.295220136,0.398248632,0.35545776,0.320539872,0.257879088,0.24451056,0.30676596,0.338367624,0.353656392,0.30841188,4.891999146,4.719575734,5.094478628,8.226880996,6.928454122,5.865319348,3.962264256,3.560125098,5.44587476,6.40838748,6.873587098,5.495955994
050100010502,8969348,1.044551837,1.024361926,1.172260816,3.12810541,2.226695232,1.825105714,0.977724079,0.654289058,1.232264213,1.782772028,2.027769385,1.216350146,0.287429448,0.285433008,0.299645832,0.440311032,0.383121408,0.35414712,0.280754328,0.244882416,0.305171856,0.350925384,0.369106704,0.30371796,3.634115588,3.588799813,3.912154585,7.104308507,5.811983319,5.153524089,3.482489785,2.671849895,4.037935312,5.080202543,5.493721363,4.004867363
050100010404,8969034,3.365060783,2.865919728,3.577805251,10.27219096,8.553075199,6.624414777,3.474873514,2.386062445,4.669023252,5.882966465,7.135024155,4.297874343,0.31441644,0.296399712,0.321710304,0.492660432,0.455715624,0.40981884,0.318205104,0.277633176,0.35628072,0.390528048,0.422519856,0.344997024,10.7025599,9.669104292,11.12120192,20.85044848,18.76844845,16.16425145,10.92023186,8.594298705,13.10490012,15.06413303,16.88683751,12.45771425
050100010402,8968636,1.773767271,1.628700066,1.653618891,4.877208708,4.348504865,3.360728305,1.788152229,1.203437664,2.501538545,3.262072411,3.735133651,2.154317372,0.320966592,0.310914288,0.312669936,0.482346,0.459391512,0.412665672,0.321941952,0.278715216,0.366424464,0.407663904,0.43104816,0.3456432,5.52632989,5.23842142,5.288704479,10.11143185,9.465792796,8.143949286,5.554269079,4.317803961,6.82688737,8.001867174,8.665235111,6.232778115
050100010802,8969728,1.867835835,1.71387714,1.788208863,4.622130554,4.985180844,3.58553575,1.883183566,1.450870269,2.62712376,3.28551876,3.904128591,2.272483573,0.33704784,0.32619696,0.331491336,0.487225848,0.503337576,0.437622696,0.338105496,0.30653736,0.385309872,0.42204132,0.453508872,0.363720888,5.541752872,5.254117452,5.3944362,9.486628373,9.904249318,8.193212516,5.569810573,4.733094424,6.818210358,7.784827231,8.608714917,6.247877558
050100010403,8968634,0.687023332,0.712678395,0.723240579,1.887600994,1.559295475,1.247073924,0.676291247,0.446103601,1.000094388,1.363456164,1.443366305,0.776589518,0.309789576,0.314032392,0.31575756,0.463070448,0.427460664,0.390156192,0.307994304,0.26557224,0.357402384,0.404524464,0.414058608,0.324298056,2.21770965,2.269442304,2.290493311,4.076271769,3.647810445,3.196345335,2.195791411,1.6797825,2.798230882,3.370515964,3.485898559,2.394678302
050100010206,8971288,0.691016008,0.720890281,0.831354299,2.042352561,1.398569054,1.232887184,0.665474212,0.438967756,0.864824812,1.247017291,1.380446272,0.786387147,0.298438824,0.303083976,0.319527936,0.457477368,0.39127176,0.372020592,0.29439108,0.254666496,0.3243072,0.373709184,0.389220456,0.31296864,2.315436036,2.378516642,2.601820391,4.464379451,3.574418592,3.314029413,2.260510787,1.723696532,2.666683971,3.33686552,3.546695068,2.512670749
050100010602,8971360,1.436428677,1.35971834,1.694678318,4.193186961,4.06389224,3.282064105,1.721012986,1.373452011,2.342596086,2.776183641,3.086961032,1.723929621,0.30827472,0.302120808,0.327937368,0.472464384,0.466225128,0.426299376,0.329860656,0.303233328,0.371819424,0.39803832,0.415658808,0.330074016,4.659573375,4.500578259,5.167688967,8.875138748,8.716587751,7.698965305,5.217393934,4.529357046,6.300359622,6.97466425,7.426670559,5.222857715
050100011101,8975608,1.135647133,1.106140979,1.206042814,2.722891335,2.000500262,1.536019027,0.835092123,0.70401344,1.368185077,1.814260362,1.995403229,1.340179716,0.30047184,0.29760672,0.307174392,0.42249852,0.37289232,0.336386424,0.269376144,0.25417272,0.321941952,0.358789224,0.372514368,0.319451736,3.779545973,3.716787641,3.926247907,6.444735795,5.364820229,4.566233704,3.100096804,2.769822978,4.249788102,5.056618873,5.35658058,4.195249438
050100011207,8975368,0.937825643,0.933379898,1.078418786,2.632560595,2.214603939,1.662113945,0.888554329,0.640243902,1.193328549,1.563627952,1.795656193,1.08960394,0.315096144,0.31453836,0.332119224,0.4764786,0.442929264,0.393609576,0.308850792,0.274530312,0.345271344,0.384048,0.40616124,0.333426816,2.976315834,2.967459669,3.2470833,5.525034272,4.999904316,4.222747733,2.876969567,2.33214284,3.456205011,4.071438863,4.42104272,3.267895346
050100010203,8971628,0.525645623,0.556284451,0.632881522,1.567535677,1.017027862,0.882777693,0.481839462,0.317063731,0.70194631,1.021218756,1.05602016,0.580212187,0.312947304,0.319631568,0.33563052,0.48511968,0.404844504,0.382335024,0.303059592,0.261399528,0.349291656,0.405524208,0.411117288,0.324736968,1.679661773,1.740392712,1.885649498,3.231234975,2.512144422,2.308911393,1.589916553,1.21294684,2.009628052,2.518268295,2.568659093,1.786714307
050100010304,8973086,0.774154269,0.787746356,0.969257342,2.417918897,1.62722759,1.430397189,0.769765158,0.508174129,0.998197159,1.42733897,1.603186587,0.882409574,0.308027832,0.310015128,0.33515808,0.485842056,0.41152572,0.390515856,0.307381656,0.265154664,0.338955888,0.390180576,0.40902636,0.323432424,2.51326078,2.540993276,2.891940849,4.97675915,3.954133389,3.662840233,2.504265115,1.91651967,2.944917598,3.658149732,3.919518994,2.728265654
050100011105,8975450,0.749065543,0.766537037,0.83880163,1.916597445,1.231358074,1.004908252,0.551527221,0.417333685,0.91486068,1.294731177,1.372602505,0.852308766,0.310173624,0.312837576,0.32356044,0.45000672,0.37546788,0.346673424,0.277739856,0.252453648,0.334386936,0.383069592,0.392173968,0.325514208,2.414987881,2.450271631,2.592410957,4.259041832,3.279529728,2.898717302,1.98576909,1.653110139,2.735934277,3.379885024,3.499983725,2.61834582
050100010302,8973118,0.933323264,0.94314921,1.198283998,3.110464015,2.245044549,1.820490068,0.980385863,0.651400739,1.284707013,1.79092728,2.014035714,1.074624328,0.315190632,0.316422024,0.346575888,0.513149088,0.44651676,0.409382976,0.321042792,0.276737064,0.356091744,0.406655016,0.42676572,0.3323844,2.961138972,2.980668658,3.457493839,6.061521081,5.027906565,4.446911998,3.053754476,2.353861567,3.607797808,4.404045713,4.719300591,3.233076909
050100010305,8973020,0.528052555,0.562146039,0.636874197,1.575407761,1.100958996,0.954390998,0.51678245,0.338046515,0.679802536,0.9861625,1.072330664,0.584034961,0.29727144,0.304138584,0.318540384,0.457209144,0.394277088,0.372340632,0.294958008,0.254407416,0.326452992,0.377223528,0.390104376,0.308448456,1.776331273,1.848322009,1.999351507,3.44570484,2.7923484,2.563220116,1.752054314,1.328760458,2.082390277,2.614265618,2.748830133,1.893460479
050100011104,8975222,1.582515289,1.484199198,1.74324171,4.16050932,3.045533486,2.338037073,1.26004304,1.051064712,2.008853731,2.561456993,2.894151624,1.912434869,0.337700112,0.329540616,0.350544384,0.501164352,0.439006488,0.393819888,0.309926736,0.290102544,0.370609368,0.408709368,0.429792384,0.363480096,4.686155654,4.503843003,4.972955751,8.30168647,6.937331381,5.936818186,4.065615817,3.623079955,5.420407321,6.267184443,6.733836455,5.261456927
050100010307,8972950,1.469191269,1.383985878,1.867014647,4.784357768,3.403939813,2.817922673,1.499150493,1.011279543,2.023153739,2.629049306,3.06776221,1.757739936,0.287130744,0.281098752,0.313337448,0.455511408,0.395730984,0.366927384,0.289212528,0.252386592,0.322895976,0.357054912,0.37952172,0.306424584,5.116802362,4.923486382,5.958479137,10.50326662,8.601650997,7.679782964,5.183560004,4.006867142,6.265651756,7.363151206,8.083232259,5.736288887
050100010103,8972826,1.839179187,1.695584458,2.313344783,5.623357616,5.654053077,4.593558855,2.385581059,1.951597068,2.984454047,3.29908253,3.874282635,2.245554252,0.297695112,0.289090608,0.324081648,0.462741264,0.463808064,0.425186856,0.327870312,0.304214784,0.357405432,0.371804184,0.396553944,0.320475864,6.178063101,5.865235364,7.138154219,12.15227181,12.19050188,10.80362384,7.275989839,6.415194692,8.350332088,8.873172148,9.769875432,7.006937197
050100011107,8975244,0.683172241,0.705457599,0.732953257,1.720361698,1.351110019,1.067035414,0.581684663,0.45796836,0.873772936,1.185229931,1.2799781,0.772568526,0.323136768,0.327074784,0.331854048,0.4681728,0.423120312,0.384349752,0.304379376,0.279291288,0.355119432,0.401007072,0.413802576,0.338596224,2.114189126,2.156869419,2.208661494,3.674629749,3.19320529,2.77620945,1.911051499,1.639751685,2.46050443,2.955633489,3.093209599,2.281680867
050100010702,8969692,1.930869136,1.759014194,1.77727856,5.312665175,5.465434562,4.034131234,2.121639732,1.502378613,2.872404285,3.592020308,4.188118246,2.36006758,0.320920872,0.309963312,0.311152032,0.482403912,0.488295696,0.429579024,0.332564232,0.292614096,0.37420296,0.409520136,0.4363212,0.346444824,6.016651781,5.674910952,5.711929787,11.0128982,11.19287884,9.390894361,6.379638961,5.13433438,7.676059766,8.771291061,9.598704454,6.812246616
050100010701,8968754,1.335960506,1.265196706,1.15722457,3.550083058,3.708402548,2.745601446,1.456561955,1.006975382,2.016357696,2.578333833,2.902873212,1.583931131,0.29957268,0.293717472,0.284478984,0.439424064,0.447519552,0.395365224,0.309228744,0.270918432,0.349800672,0.385471416,0.404411688,0.319028064,4.459553874,4.307529605,4.067873675,8.078945486,8.286571014,6.944468759,4.710305829,3.716895061,5.764304809,6.688780871,7.178015123,4.964864569
050100010703,8968864,0.900419088,0.916701275,0.908829192,2.463254169,2.239267912,1.788803517,0.95679793,0.638969644,1.330297136,1.747177752,1.915096652,1.044240352,0.36068508,0.363236256,0.362004864,0.549072816,0.526609056,0.47797212,0.369426744,0.316278768,0.422099232,0.473202,0.492139224,0.382517904,2.496413459,2.523705329,2.510544145,4.486206742,4.252239658,3.742485057,2.58995307,2.020273595,3.151621788,3.692245071,3.891371707,2.729912355
050100010405,8968870,0.889517102,0.894415917,0.962234764,2.50796647,1.91897606,1.574190136,0.850779656,0.563958317,1.164643584,1.6314468,1.791635201,1.024588461,0.330473304,0.3311652,0.340549992,0.504038616,0.449708016,0.414198816,0.324950328,0.279647904,0.366854232,0.420331392,0.436973472,0.348907608,2.691645865,2.700814931,2.825531602,4.975742711,4.267160006,3.80056648,2.618183712,2.016672783,3.174676703,3.881334659,4.100100615,2.936560961
050100010401,8968572,0.998140526,0.978828436,0.866410555,2.563071053,2.384335117,1.833572451,0.985766064,0.65355282,1.40748886,1.893434265,2.079504264,1.16090576,0.292656768,0.290605464,0.278273256,0.421785288,0.409440888,0.368378232,0.291346128,0.252651768,0.33243012,0.373099584,0.387342888,0.30925008,3.410618291,3.368238239,3.113524339,6.0767199,5.823392796,4.977418022,3.38348778,2.586773189,4.233939031,5.074876376,5.368639333,3.753938431
050100010201,8971860,0.67249679,0.69135581,0.834865588,2.108613982,1.421618967,1.219125197,0.66100015,0.432992901,0.906563844,1.304273954,1.402674996,0.747281582,0.307156104,0.310307736,0.333094584,0.485052624,0.41119044,0.386337048,0.30521148,0.262716264,0.343786968,0.397008096,0.408941016,0.3194304,2.189430004,2.227968334,2.506391963,4.347186012,3.457324948,3.155600021,2.165711952,1.648138927,2.636993046,3.285257826,3.430017879,2.339419109
050100010104,8972386,1.235492334,1.196981423,1.503029901,3.698576602,3.596069617,2.901117568,1.521690703,1.156941402,1.910481006,2.24934871,2.602658005,1.451408289,0.2916936,0.288398712,0.31338012,0.447882264,0.442639704,0.405067008,0.314824872,0.284917896,0.343183464,0.365750856,0.387641592,0.309347616,4.235582591,4.150439558,4.796187776,8.257921555,8.124146082,7.162068277,4.83345135,4.060613313,5.566937824,6.149947902,6.714083469,4.691836026
050100010803,8969968,1.334714564,1.27046364,1.467577209,3.641857958,3.343001959,2.632022575,1.39115004,0.998452011,1.850024539,2.395208787,2.716944798,1.585063805,0.179941728,0.177719736,0.184382664,0.240450624,0.233943144,0.217255344,0.181852824,0.167664384,0.196211952,0.211235544,0.21934932,0.188156088,7.4174822,7.148691913,7.959409941,15.14597009,14.28980521,12.1148807,7.649867674,5.955063248,9.428704623,11.33904238,12.3863835,8.42419622
050100011108,8975708,21.34475758,23.55667142,34.28742539,29.44685868,17.48010267,13.85192175,8.179462725,7.047411831,9.751019394,11.85779278,21.9986502,25.20898774,0.47733204,0.49793652,0.587035656,0.548758872,0.438756552,0.39869364,0.324343776,0.30682692,0.346874592,0.37455348,0.483522528,0.512743704,44.71679207,47.30858347,58.40773902,53.6608339,39.84009491,34.74327243,25.21849756,22.96868812,28.11107997,31.65847713,45.49663962,49.16488986
050100010804,8969982,92.34050052,100.4397133,155.5570677,161.8618419,100.6902324,76.4579777,54.34036843,29.19936944,38.74047605,52.86658983,91.36495684,108.8317789,0.358146096,0.370203984,0.442429392,0.449857368,0.370569744,0.332954376,0.293327328,0.237326424,0.26054304,0.290437824,0.356658672,0.382228344,257.8291417,271.3091097,351.5974989,359.8070264,271.7173598,229.6349987,185.2550487,123.0346328,148.6912721,182.0237774,256.1691724,284.729745
050100010801,8969860,87.7392678,96.99329822,150.213792,150.3526578,88.67576255,67.67123189,34.71461334,26.31841347,33.54303213,45.93397449,82.56062626,102.1910253,0.632572776,0.6620256,0.810542448,0.810892968,0.635617728,0.5631942,0.42316908,0.378162312,0.417222432,0.4759452,0.61545216,0.677991024,138.7022508,146.5098906,185.3250158,185.4161569,139.5111537,120.1561236,82.03485315,69.59554835,80.3960419,96.51105735,134.1462938,150.7262216
050100010306,8972804,4.735341306,4.086489083,6.778741591,17.07355771,11.40444007,9.155544427,4.776230833,3.335073242,5.733368565,7.396077163,9.646501913,6.100921234,0.20930616,0.200625456,0.233501184,0.321829176,0.27788616,0.257641344,0.209833464,0.189719712,0.221629224,0.240109248,0.262243824,0.225911664,22.62399399,20.36874664,29.03086603,53.05161552,41.03997143,35.53600631,22.76200727,17.57894953,25.86919027,30.80296667,36.784477,27.00578237
050100010205,8974238,1.318489011,1.261685417,1.600751338,4.293485232,2.932379367,2.363097482,1.268792946,0.853809559,1.653590574,2.302471114,2.656998033,1.562721813,0.32159448,0.316333632,0.346286328,0.520013184,0.44192952,0.404253192,0.316998096,0.274694904,0.350675448,0.400001232,0.424181016,0.343085928,4.099849635,3.98846436,4.62262356,8.256493035,6.635400519,5.845587689,4.002525446,3.108210405,4.71544439,5.756160056,6.263830613,4.554899183
050100010603,8971330,0.581316544,0.615466661,0.657488861,1.603639657,1.495157817,1.211111529,0.648002718,0.461507966,0.879464622,1.124915048,1.200662613,0.648370837,0.296427144,0.302657256,0.310106568,0.440960256,0.428292768,0.392908536,0.308445408,0.273079464,0.346200984,0.381417576,0.391536936,0.308509416,1.961077302,2.033543385,2.120202953,3.636698852,3.490971431,3.082426107,2.100866801,1.690013446,2.540329642,2.949300501,3.066537285,2.101624142
050100010902,8974654,3.753143165,3.67093936,5.744298868,8.496837941,6.893169968,5.617184543,2.7147644,2.259231289,3.087895488,3.547336324,5.232981569,4.773908851,0.2806446,0.278462232,0.327976992,0.382039368,0.351760536,0.325212456,0.251152152,0.236549184,0.262277352,0.275139912,0.316675008,0.30608016,13.3732955,13.18289857,17.51433487,22.24073918,19.59620043,17.27235362,10.80924204,9.550788766,11.77339738,12.89284531,16.52476967,15.59692354
050100010904,8974612,0.981235368,0.975090613,1.126840594,2.818234158,2.844738726,2.237115832,1.178858641,0.885326209,1.505068714,1.83663067,2.068205842,1.131682774,0.171852336,0.171593256,0.177786792,0.230328216,0.23100792,0.21459444,0.179819808,0.167713152,0.191707008,0.202603608,0.20967192,0.177978816,5.709758687,5.682569557,6.338156963,12.23573128,12.31446405,10.42485459,6.555777441,5.278812057,7.850879993,9.065142959,9.864009649,6.358525131
050100010805,8980412,93.39796484,101.0558879,156.9103298,166.2092141,104.8321376,79.44687749,55.93353085,30.07693683,40.48167895,55.11984626,94.33273227,110.5728119,0.357786432,0.369060984,0.441454032,0.452240904,0.374471184,0.33607248,0.294915336,0.238524288,0.263222232,0.293357808,0.359185464,0.382524,261.043898,273.8189412,355.4397931,367.5236199,279.9471417,236.3980457,189.659621,126.0959087,153.7927805,187.8928897,262.6295931,289.0611097
